"","ChemicalX","ZombieCount"
"16393",0.7,31
"16394",1.6,308
"16395",1.6,343
"16396",1.5,239
"16397",0.6,14
"16398",2.2,2015
"16399",1.2,99
"16400",1.8,582
"16401",0.7,21
"16402",1.8,582
"16403",1,59
"16404",0.9,42
"16405",2.1,1453
"16406",0.3,7
"16407",0.6,14
"16408",0.6,15
"16409",1.1,57
"16410",2.4,3695
"16411",0.8,29
"16412",0.2,7
"16413",1,38
"16414",1.5,243
"16415",2.5,4769
"16416",1,65
"16417",1.9,797
"16418",1.7,450
"16419",1.5,249
"16420",1.3,129
"16421",1,58
"16422",0.2,7
"16423",0.9,44
"16424",1.2,96
"16425",0.7,26
"16426",2.3,2705
"16427",2.4,3656
"16428",1.1,65
"16429",1.1,74
"16430",2.4,3620
"16431",0.7,17
"16432",0.7,14
"16433",0.5,15
"16434",2.2,2042
"16435",2.2,1991
"16436",1.8,577
"16437",2.5,4841
"16438",2.5,4924
"16439",1.1,84
"16440",0.8,31
"16441",0,3
"16442",1,54
"16443",2,1137
"16444",0.3,4
"16445",2.4,3603
"16446",0.1,2
"16447",0.5,15
"16448",1.9,795
"16449",0.4,16
"16450",1.6,348
"16451",1.5,269
"16452",2.2,2103
"16453",0.6,23
"16454",2.3,2693
"16455",0.5,18
"16456",0.4,3
"16457",1.7,470
"16458",2.2,2086
"16459",1.4,201
"16460",0.7,23
"16461",1.2,105
"16462",1.6,337
"16463",2.4,3580
"16464",1.4,186
"16465",2.2,1935
"16466",0,4
"16467",0.5,14
"16468",2.5,4844
"16469",1,60
"16470",0,1
"16471",1.3,135
"16472",1.5,261
"16473",1.3,124
"16474",1.8,661
"16475",1.4,185
"16476",1,46
"16477",1.5,253
"16478",1,52
"16479",0.9,47
"16480",1.7,468
"16481",2.4,3638
"16482",0.5,13
"16483",0,2
"16484",0.4,7
"16485",0.7,22
"16486",0.8,30
"16487",1.2,99
"16488",0.9,39
"16489",0.5,12
"16490",0.3,2
"16491",0.8,37
"16492",2.5,5079
"16493",0.3,10
"16494",1.2,91
"16495",0.3,7
"16496",1.2,95
"16497",1,67
"16498",2,1061
"16499",1,52
"16500",1.8,599
"16501",1.1,72
"16502",1.5,251
"16503",1.6,328
"16504",0.9,27
"16505",0.4,7
"16506",0.8,28
"16507",2.4,3680
"16508",2.2,2003
"16509",1.1,63
"16510",1.8,587
"16511",2.2,1951
"16512",2,1101
"16513",0.5,8
"16514",0.1,4
"16515",1.9,764
"16516",1.5,249
"16517",2.1,1438
"16518",0.4,12
"16519",0.5,9
"16520",2.1,1433
"16521",2.5,4879
"16522",0.6,19
"16523",0.7,22
"16524",2.2,1984
"16525",0.8,22
"16526",2.2,2048
"16527",2.1,1477
"16528",1.2,111
"16529",2.4,3640
"16530",1.8,583
"16531",0.3,11
"16532",2.3,2717
"16533",0.1,9
"16534",1.7,440
"16535",1.4,184
"16536",1.7,441
"16537",1.6,332
"16538",0.2,3
"16539",1.8,621
"16540",0.1,3
"16541",2.1,1547
"16542",1.2,89
"16543",0.7,18
"16544",1.8,591
"16545",2.4,3706
"16546",1.6,337
"16547",2.2,2041
"16548",0.2,6
"16549",0.8,29
"16550",1.5,231
"16551",1.8,638
"16552",0.8,28
"16553",1.5,233
"16554",1.7,449
"16555",2.5,5017
"16556",1.1,87
"16557",2.3,2757
"16558",0.5,14
"16559",1.3,132
"16560",1.7,498
"16561",0.4,9
"16562",1.7,444
"16563",0.3,8
"16564",1.4,188
"16565",2.2,1977
"16566",0,4
"16567",2.3,2668
"16568",1.2,108
"16569",1.6,314
"16570",0.6,17
"16571",0.2,4
"16572",1.4,191
"16573",2.1,1512
"16574",1.8,610
"16575",1.8,644
"16576",1,51
"16577",2.3,2555
"16578",1,49
"16579",1.9,827
"16580",1.3,136
"16581",1.3,111
"16582",1.7,423
"16583",2.4,3615
"16584",0.7,17
"16585",1.1,69
"16586",1.4,182
"16587",1.5,245
"16588",1.9,825
"16589",0.5,9
"16590",1.2,113
"16591",2.4,3671
"16592",0,1
"16593",1.4,170
"16594",1.2,118
"16595",2.5,4882
"16596",2.5,4888
"16597",1.7,437
"16598",1.7,455
"16599",0.3,12
"16600",0.9,41
"16601",1.8,565
"16602",0.8,47
"16603",0.7,27
"16604",1.3,153
"16605",1,57
"16606",2,1127
"16607",1.5,231
"16608",2.3,2668
"16609",0.9,44
"16610",0.9,44
"16611",1.7,473
"16612",1.5,252
"16613",2.2,2002
"16614",1.2,104
"16615",2.5,4855
"16616",1,48
"16617",2.5,4932
"16618",1.2,88
"16619",2.5,4883
"16620",0.8,31
"16621",0.3,6
"16622",2.2,1887
"16623",1.2,98
"16624",0.2,9
"16625",1.9,771
"16626",2.3,2737
"16627",1.2,122
"16628",1.7,475
"16629",2.2,2047
"16630",2.2,2039
"16631",0,3
"16632",2,1074
"16633",1,46
"16634",0.1,3
"16635",1.7,435
"16636",2.5,4913
"16637",2.4,3681
"16638",0.1,3
"16639",2,1142
"16640",1.6,389
"16641",1.1,72
"16642",0.2,1
"16643",2.4,3560
"16644",0.5,16
"16645",0.2,2
"16646",2.4,3618
"16647",0.3,4
"16648",2.5,4912
"16649",0.3,7
"16650",0.9,32
"16651",0.5,12
"16652",2,1116
"16653",1.3,126
"16654",0.1,1
"16655",0.9,33
"16656",1.8,644
"16657",1.3,138
"16658",0.2,6
"16659",0.7,19
"16660",1.4,165
"16661",1.4,168
"16662",1.5,229
"16663",2.4,3549
"16664",0.3,12
"16665",0.2,2
"16666",0.6,12
"16667",1.5,238
"16668",0.1,2
"16669",1.8,613
"16670",2,1049
"16671",1.5,253
"16672",0.2,9
"16673",0.2,6
"16674",0.2,8
"16675",0.8,30
"16676",1.9,826
"16677",1.7,439
"16678",1.2,100
"16679",0.3,6
"16680",2.2,2070
"16681",2.2,2035
"16682",2.3,2707
"16683",1.3,99
"16684",2.1,1470
"16685",0.6,21
"16686",2.3,2621
"16687",0,9
"16688",0.3,8
"16689",2,1108
"16690",2.3,2728
"16691",2,1106
"16692",0.5,7
"16693",2.2,2012
"16694",1.9,792
"16695",2.3,2707
"16696",2,1052
"16697",2,1115
"16698",1.4,192
"16699",0,3
"16700",1.4,202
"16701",1.8,599
"16702",1,40
"16703",0.2,7
"16704",2.5,4968
"16705",1.4,171
"16706",0.4,6
"16707",0,4
"16708",1.4,179
"16709",2.4,3662
"16710",0.3,4
"16711",1.5,222
"16712",0.2,7
"16713",0.5,8
"16714",0.1,4
"16715",1.2,89
"16716",1.8,568
"16717",1.1,68
"16718",2.4,3762
"16719",2.5,4964
"16720",0.4,6
"16721",0.4,9
"16722",0.3,2
"16723",2.5,5007
"16724",1.7,443
"16725",0.1,4
"16726",0,2
"16727",1.3,148
"16728",1.5,254
"16729",1.6,332
"16730",1.7,435
"16731",2.2,1983
"16732",0.6,22
"16733",2.3,2591
"16734",2.5,4980
"16735",1.5,227
"16736",2.1,1461
"16737",1.8,601
"16738",0.1,2
"16739",0.2,1
"16740",2.3,2793
"16741",2.1,1494
"16742",1.5,239
"16743",0,4
"16744",1.8,607
"16745",1.1,80
"16746",0.1,5
"16747",0.6,16
"16748",0.2,5
"16749",0.7,19
"16750",1.8,585
"16751",1.2,97
"16752",1.2,97
"16753",0.4,7
"16754",0.2,4
"16755",2,1126
"16756",0.7,29
"16757",2,1130
"16758",2.4,3669
"16759",0.3,6
"16760",0.1,7
"16761",1.2,92
"16762",1.1,84
"16763",1.8,616
"16764",0.5,7
"16765",1.8,587
"16766",1.1,73
"16767",0.1,4
"16768",0.9,32
"16769",2.3,2714
"16770",1.3,119
"16771",1.6,341
"16772",0.9,54
"16773",2.4,3607
"16774",0.2,6
"16775",1.9,812
"16776",0.6,17
"16777",1.9,813
"16778",1.9,825
"16779",1.2,108
"16780",2,1049
"16781",1.5,246
"16782",1.8,575
"16783",2.2,1986
"16784",1,55
"16785",1.2,112
"16786",2.2,1999
"16787",1.8,658
"16788",1.3,144
"16789",0.4,10
"16790",0.3,9
"16791",1.5,245
"16792",0.4,7
"16793",2.3,2625
"16794",1.2,116
"16795",2.3,2679
"16796",1.8,592
"16797",1.8,623
"16798",1.5,246
"16799",1.6,341
"16800",2.2,1995
"16801",0.4,12
"16802",0.5,9
"16803",2.5,4834
"16804",1.1,72
"16805",0.2,4
"16806",1.6,327
"16807",1.4,208
"16808",0,4
"16809",2.3,2745
"16810",0.8,35
"16811",2,1126
"16812",1.7,431
"16813",0,4
"16814",2.3,2726
"16815",2.2,1960
"16816",0.8,25
"16817",0.9,45
"16818",0.6,13
"16819",1.9,795
"16820",1.3,129
"16821",0.6,19
"16822",1.5,236
"16823",0.3,6
"16824",1.8,609
"16825",1.9,846
"16826",1.1,64
"16827",0.4,13
"16828",0.4,12
"16829",2.2,1952
"16830",2.1,1452
"16831",2,1121
"16832",2.5,4909
"16833",2.5,4965
"16834",1.5,266
"16835",0.8,29
"16836",0.2,8
"16837",1.6,326
"16838",1,36
"16839",1,56
"16840",0.8,42
"16841",1,69
"16842",1.2,102
"16843",0.4,8
"16844",1.5,215
"16845",0.5,12
"16846",2.1,1453
"16847",1.1,77
"16848",0.2,5
"16849",0.1,3
"16850",0.7,20
"16851",2.5,4795
"16852",1.6,320
"16853",0.6,17
"16854",1.6,321
"16855",1.5,257
"16856",0.5,16
"16857",0.1,1
"16858",0,2
"16859",1.7,457
"16860",1.4,199
"16861",1.8,644
"16862",0.5,18
"16863",2.5,4887
"16864",0.3,6
"16865",2,1085
"16866",2.1,1476
"16867",0.6,19
"16868",1.7,458
"16869",1.6,332
"16870",1.7,433
"16871",0.3,8
"16872",0.2,7
"16873",1.4,192
"16874",2,1132
"16875",1.4,195
"16876",0.6,14
"16877",2.5,4813
"16878",2.3,2702
"16879",0.7,23
"16880",1.2,104
"16881",1.2,106
"16882",0.8,24
"16883",1,51
"16884",1.3,139
"16885",1.1,86
"16886",1.4,163
"16887",2.1,1392
"16888",1.5,247
"16889",1.1,73
"16890",1,61
"16891",0.8,21
"16892",2.4,3703
"16893",1.8,598
"16894",1.6,322
"16895",1.9,830
"16896",2.3,2727
"16897",0.1,4
"16898",1.3,136
"16899",1.5,230
"16900",0.7,22
"16901",1.1,67
"16902",2.3,2751
"16903",2.4,3605
"16904",0,6
"16905",0.4,9
"16906",2,1053
"16907",2.3,2669
"16908",2,1100
"16909",1.3,124
"16910",0.3,4
"16911",1.1,59
"16912",2,1080
"16913",2,1093
"16914",0.2,6
"16915",1.3,126
"16916",0.1,2
"16917",2.3,2685
"16918",0.1,6
"16919",0.2,3
"16920",1.4,171
"16921",0.3,3
"16922",0.2,4
"16923",0,3
"16924",0.4,9
"16925",0.4,9
"16926",0.8,25
"16927",2.2,2022
"16928",2.1,1431
"16929",0.6,14
"16930",1.9,805
"16931",2,1107
"16932",1.1,72
"16933",0.2,5
"16934",0.7,30
"16935",0.4,8
"16936",0.2,7
"16937",2.3,2834
"16938",1.7,470
"16939",1.7,461
"16940",2.1,1493
"16941",0.7,18
"16942",0.6,18
"16943",1,48
"16944",1.5,222
"16945",1.9,844
"16946",0.6,19
"16947",2.4,3619
"16948",1.7,450
"16949",1.3,133
"16950",1.7,442
"16951",0.7,18
"16952",0.2,9
"16953",0.8,34
"16954",0.1,5
"16955",1.9,764
"16956",1.5,236
"16957",0.9,37
"16958",2.3,2663
"16959",0.5,13
"16960",0.3,6
"16961",0.7,21
"16962",1,60
"16963",2.2,1984
"16964",2.3,2766
"16965",0.3,8
"16966",0.7,25
"16967",2,1122
"16968",1.6,337
"16969",2.4,3788
"16970",1.5,239
"16971",1.2,104
"16972",1.1,83
"16973",1.1,62
"16974",0.3,10
"16975",2.3,2756
"16976",0.5,14
"16977",0.3,7
"16978",0.9,53
"16979",1.9,849
"16980",0.8,20
"16981",2.3,2679
"16982",0.7,29
"16983",0.6,19
"16984",2.2,2010
"16985",2.2,2025
"16986",1.9,788
"16987",0.9,40
"16988",0.2,5
"16989",0.2,2
"16990",2.5,4859
"16991",0.3,6
"16992",1.6,363
"16993",1,64
"16994",0.7,25
"16995",2.3,2637
"16996",0.3,8
"16997",2.4,3662
"16998",2,1123
"16999",0.9,48
"17000",2.3,2748
"17001",1.8,611
"17002",0.2,8
"17003",1.4,171
"17004",0.4,8
"17005",1.1,72
"17006",0.9,32
"17007",1.9,802
"17008",0,0
"17009",2,1119
"17010",0.1,4
"17011",0.8,32
"17012",2.1,1481
"17013",0.8,23
"17014",1.8,611
"17015",0.2,3
"17016",2.4,3634
"17017",1.9,792
"17018",2.1,1560
"17019",1.4,192
"17020",0.7,26
"17021",1.8,586
"17022",0.2,8
"17023",2,1089
"17024",1.7,446
"17025",0.3,9
"17026",1.8,606
"17027",0.8,31
"17028",0.5,6
"17029",2.5,4935
"17030",0.8,33
"17031",1.2,89
"17032",1,43
"17033",1.6,293
"17034",0.3,5
"17035",0.2,2
"17036",1.7,435
"17037",0.7,25
"17038",0.5,11
"17039",1,59
"17040",0.5,15
"17041",2.4,3540
"17042",1.7,456
"17043",0.4,10
"17044",0.2,4
"17045",2.1,1479
"17046",2.2,2055
"17047",1.4,196
"17048",1.6,337
"17049",0.3,9
"17050",0.5,23
"17051",1.4,168
"17052",2,1088
"17053",1.4,182
"17054",0.4,16
"17055",1,56
"17056",1.6,322
"17057",0.8,38
"17058",0.3,3
"17059",1.9,784
"17060",2.3,2715
"17061",1,66
"17062",0.3,4
"17063",1.7,415
"17064",2.5,4781
"17065",1.7,459
"17066",2.3,2668
"17067",2,1089
"17068",0,5
"17069",1.4,186
"17070",2.3,2684
"17071",0.4,9
"17072",1.1,67
"17073",2.1,1475
"17074",2.2,1994
"17075",0.2,6
"17076",1.8,566
"17077",0.5,15
"17078",0.3,3
"17079",2.2,2076
"17080",2.1,1497
"17081",0.8,25
"17082",0.3,8
"17083",1.3,133
"17084",0.6,14
"17085",1.4,182
"17086",0.2,4
"17087",0.5,19
"17088",1.4,183
"17089",1.9,805
"17090",1.2,114
"17091",0.7,17
"17092",1.2,92
"17093",2.1,1509
"17094",1.8,603
"17095",0.3,6
"17096",2.5,4987
"17097",1,72
"17098",2.3,2721
"17099",0,1
"17100",1.8,573
"17101",0.6,13
"17102",2.2,1942
"17103",2.4,3676
"17104",1.2,91
"17105",2.2,1960
"17106",1.5,238
"17107",1.2,90
"17108",2.5,4895
"17109",1.8,611
"17110",0,3
"17111",2.4,3749
"17112",0.7,22
"17113",2.4,3628
"17114",1.6,343
"17115",0.9,36
"17116",0,4
"17117",0.3,4
"17118",2.3,2678
"17119",0.7,25
"17120",2.5,5088
"17121",0.7,33
"17122",0.1,2
"17123",2,1075
"17124",1.8,649
"17125",2.4,3635
"17126",2,1118
"17127",2,1099
"17128",1.4,197
"17129",1.2,101
"17130",2.1,1483
"17131",1.3,147
"17132",0.3,13
"17133",0.8,27
"17134",2,1047
"17135",0,1
"17136",0,0
"17137",1,57
"17138",1.2,89
"17139",1.3,134
"17140",1.5,232
"17141",2.4,3597
"17142",2,1121
"17143",0.7,19
"17144",1.1,62
"17145",0,4
"17146",0.6,17
"17147",0.6,13
"17148",0.8,35
"17149",0.3,9
"17150",0.7,27
"17151",0.4,5
"17152",1.7,404
"17153",1.7,445
"17154",1.1,81
"17155",2.4,3735
"17156",1.3,134
"17157",2,1021
"17158",1.3,137
"17159",0,6
"17160",0.7,19
"17161",0.7,20
"17162",0.6,23
"17163",2.3,2697
"17164",1.2,86
"17165",0.2,8
"17166",0.5,10
"17167",2,1074
"17168",1.6,336
"17169",1.4,160
"17170",0.1,4
"17171",1.6,343
"17172",2.2,1981
"17173",1.2,95
"17174",0,0
"17175",0.9,42
"17176",1.5,233
"17177",0.9,42
"17178",2.1,1488
"17179",1.1,77
"17180",1.4,171
"17181",0.1,6
"17182",2.1,1575
"17183",0.8,28
"17184",2.1,1506
"17185",0.1,2
"17186",0,3
"17187",0.7,20
"17188",0.9,44
"17189",0.5,13
"17190",1.5,265
"17191",0.2,8
"17192",0.8,28
"17193",1.7,448
"17194",2,1138
"17195",2.4,3618
"17196",2,1082
"17197",1.1,70
"17198",2.4,3626
"17199",0,3
"17200",1.2,105
"17201",0.1,7
"17202",0.7,23
"17203",1.7,433
"17204",1.7,423
"17205",2,1094
"17206",0.7,22
"17207",0.4,13
"17208",2.3,2648
"17209",2.2,1971
"17210",1.6,321
"17211",0.8,30
"17212",0.4,7
"17213",2.4,3626
"17214",1.6,333
"17215",1.4,182
"17216",1.2,90
"17217",0.4,14
"17218",1.7,439
"17219",0.4,11
"17220",2.4,3582
"17221",1.8,608
"17222",2,1095
"17223",2.4,3617
"17224",1.1,79
"17225",2.4,3580
"17226",2,1083
"17227",0.7,23
"17228",1.6,351
"17229",0,3
"17230",1.7,433
"17231",0.8,29
"17232",0.9,43
"17233",1.9,814
"17234",1,59
"17235",1.8,571
"17236",2.3,2719
"17237",1.1,84
"17238",0.2,7
"17239",0.5,11
"17240",0.4,11
"17241",2,1070
"17242",1.5,241
"17243",2.1,1495
"17244",2,1095
"17245",0.6,14
"17246",2.5,4815
"17247",0.7,31
"17248",0,5
"17249",0.1,3
"17250",1.6,337
"17251",0.9,45
"17252",2.4,3624
"17253",1.6,343
"17254",0.6,14
"17255",1.5,238
"17256",1.6,323
"17257",0.1,7
"17258",2,1119
"17259",2.4,3770
"17260",2.2,1954
"17261",1.2,77
"17262",0.3,12
"17263",2.2,2054
"17264",2,1111
"17265",0.1,2
"17266",0.3,4
"17267",0.7,15
"17268",1.5,241
"17269",0.5,13
"17270",1.5,228
"17271",0.7,20
"17272",1.3,141
"17273",0.7,16
"17274",1.4,204
"17275",1.2,104
"17276",1.8,640
"17277",0.2,6
"17278",0.6,29
"17279",0.4,7
"17280",0.8,26
"17281",1.7,459
"17282",2.2,1969
"17283",1.9,804
"17284",0,3
"17285",0.3,3
"17286",1.5,227
"17287",1.3,126
"17288",1.7,433
"17289",2.1,1453
"17290",0.7,18
"17291",1.2,109
"17292",2.2,2016
"17293",1.5,227
"17294",1.1,63
"17295",0.8,33
"17296",2.4,3642
"17297",2,1111
"17298",1.3,137
"17299",0.2,10
"17300",1.8,632
"17301",0,4
"17302",2.5,4879
"17303",1.2,95
"17304",1.6,311
"17305",0.7,33
"17306",0.5,12
"17307",0.4,8
"17308",2.5,5054
"17309",2,1113
"17310",0.3,7
"17311",2.5,4812
"17312",0.6,14
"17313",1.5,252
"17314",1.6,323
"17315",1.2,106
"17316",0,2
"17317",1,51
"17318",0,3
"17319",2,1102
"17320",1.5,247
"17321",2,1061
"17322",1.1,78
"17323",1.6,319
"17324",1.4,184
"17325",2,1088
"17326",0.3,7
"17327",2.3,2798
"17328",0.2,9
"17329",1.5,224
"17330",2.1,1540
"17331",1.4,196
"17332",2.3,2736
"17333",1.7,482
"17334",1,42
"17335",0.7,19
"17336",1.8,633
"17337",1.1,73
"17338",1.5,249
"17339",1.8,635
"17340",1.2,94
"17341",2.5,4922
"17342",0.1,4
"17343",1.4,220
"17344",2.3,2738
"17345",1.5,229
"17346",2.5,4995
"17347",0.6,15
"17348",2.2,1960
"17349",0.7,14
"17350",0.2,5
"17351",2,1121
"17352",1.3,135
"17353",0.3,3
"17354",1.8,610
"17355",1.3,124
"17356",1.4,213
"17357",2.3,2685
"17358",0.7,18
"17359",0.8,27
"17360",1.3,129
"17361",1.1,74
"17362",1.5,224
"17363",1.4,181
"17364",1.3,139
"17365",0.8,27
"17366",1.4,179
"17367",1.5,262
"17368",1.8,629
"17369",0.7,23
"17370",0.3,4
"17371",2.3,2646
"17372",2.5,4928
"17373",0.3,9
"17374",1.1,75
"17375",2.4,3690
"17376",0.6,22
"17377",2.2,2120
"17378",1.3,118
"17379",0,2
"17380",2,1124
"17381",0.1,2
"17382",1.8,600
"17383",1.8,592
"17384",0.9,38
"17385",0.3,4
"17386",0.6,13
"17387",1.3,137
"17388",0.6,20
"17389",0.1,0
"17390",2.4,3463
"17391",0.5,8
"17392",1.8,567
"17393",0.4,3
"17394",1.2,106
"17395",2.3,2700
"17396",1.3,114
"17397",0.6,15
"17398",1,59
"17399",1.8,653
"17400",1.3,132
"17401",1.7,448
"17402",1.3,133
"17403",2.5,4997
"17404",0.7,22
"17405",1.9,852
"17406",0.8,29
"17407",1.9,831
"17408",0.6,16
"17409",0.8,24
"17410",1.7,472
"17411",2.5,4821
"17412",0.2,4
"17413",0.6,16
"17414",1.4,196
"17415",2.2,1926
"17416",2.5,4982
"17417",2.3,2665
"17418",2.2,2015
"17419",1.6,313
"17420",0.8,24
"17421",1.4,191
"17422",1.8,593
"17423",2.5,4984
"17424",2.2,1997
"17425",0.3,6
"17426",0.9,37
"17427",0.2,3
"17428",0.4,8
"17429",1.4,154
"17430",0.7,20
"17431",2.5,4974
"17432",2.3,2716
"17433",2.2,2080
"17434",2.5,4850
"17435",0.8,38
"17436",2.1,1490
"17437",1.7,443
"17438",0.3,7
"17439",0.4,11
"17440",2.5,4962
"17441",2.3,2765
"17442",0.6,20
"17443",0,2
"17444",1.4,187
"17445",1.1,61
"17446",1.2,95
"17447",2.2,2103
"17448",0.7,18
"17449",2.1,1447
"17450",0.2,5
"17451",1.3,120
"17452",2.3,2675
"17453",0.7,17
"17454",1.6,321
"17455",1.9,856
"17456",1.1,68
"17457",1,46
"17458",2.5,4867
"17459",0.3,5
"17460",1.5,236
"17461",1.8,589
"17462",0,0
"17463",0.2,5
"17464",0.2,3
"17465",0.1,3
"17466",1.2,110
"17467",1.1,70
"17468",2.2,2033
"17469",2.3,2762
"17470",0.7,22
"17471",0.7,27
"17472",1.7,419
"17473",1.8,588
"17474",1.5,216
"17475",1.7,473
"17476",0.2,4
"17477",1.9,786
"17478",1,60
"17479",0.6,19
"17480",1.2,106
"17481",0,2
"17482",0.8,30
"17483",2.3,2738
"17484",0.8,33
"17485",1.6,346
"17486",1.7,450
"17487",0.8,32
"17488",1,54
"17489",2.1,1524
"17490",0,5
"17491",1.8,607
"17492",1.5,227
"17493",2.1,1509
"17494",2.3,2647
"17495",2.3,2752
"17496",0,1
"17497",1.7,435
"17498",0.2,12
"17499",0.7,17
"17500",2.2,1947
"17501",1.3,128
"17502",1.9,791
"17503",0,3
"17504",0.8,33
"17505",2.3,2703
"17506",1.4,183
"17507",1.3,121
"17508",2.1,1479
"17509",1.1,67
"17510",1.5,224
"17511",1.5,234
"17512",0.4,10
"17513",1.8,608
"17514",0.2,3
"17515",0.7,26
"17516",0.6,23
"17517",1.6,294
"17518",1.7,461
"17519",1.5,230
"17520",1.2,101
"17521",2,1079
"17522",0.5,18
"17523",2.1,1469
"17524",0.5,14
"17525",1.3,129
"17526",0.7,20
"17527",2.5,4887
"17528",2,1098
"17529",1.4,186
"17530",1.8,618
"17531",1.2,103
"17532",0.5,14
"17533",0.3,9
"17534",0.9,40
"17535",1.7,478
"17536",2.4,3612
"17537",0.5,15
"17538",0.6,16
"17539",0.6,15
"17540",2.3,2736
"17541",0.7,19
"17542",1.5,230
"17543",0.4,13
"17544",0.8,27
"17545",0.6,20
"17546",1.3,136
"17547",0.9,37
"17548",1.9,798
"17549",0.9,34
"17550",2.1,1428
"17551",0.4,11
"17552",1.9,845
"17553",1.9,833
"17554",0.6,26
"17555",1.9,807
"17556",0.8,31
"17557",0.3,3
"17558",0.4,13
"17559",0.1,3
"17560",0.9,43
"17561",1.5,270
"17562",1,49
"17563",1.5,246
"17564",2.4,3545
"17565",0.5,8
"17566",1,49
"17567",1.5,226
"17568",1.1,90
"17569",1.3,117
"17570",0.4,10
"17571",0.1,2
"17572",2.5,5105
"17573",1.2,94
"17574",0.3,8
"17575",1.9,799
"17576",1.3,128
"17577",1.5,277
"17578",1.1,72
"17579",0.9,38
"17580",1.3,133
"17581",0.6,13
"17582",0.9,34
"17583",0,1
"17584",0.8,29
"17585",2.2,1975
"17586",0,2
"17587",1.4,180
"17588",0.7,16
"17589",2.1,1470
"17590",1.1,84
"17591",1.8,651
"17592",1.3,129
"17593",2.5,4770
"17594",1.3,128
"17595",2.4,3656
"17596",1.8,590
"17597",2.3,2718
"17598",2.3,2685
"17599",0.4,10
"17600",2.5,4846
"17601",1.6,320
"17602",2.1,1459
"17603",1,52
"17604",1.1,78
"17605",0.5,14
"17606",1.8,629
"17607",1.9,811
"17608",2.3,2553
"17609",1.3,152
"17610",1.6,311
"17611",1.1,84
"17612",1.7,481
"17613",0.7,27
"17614",0.2,3
"17615",0.9,40
"17616",0.2,4
"17617",0.9,43
"17618",0.3,6
"17619",1.2,103
"17620",0.4,10
"17621",1.3,124
"17622",1.3,135
"17623",0.5,14
"17624",1.3,155
"17625",2.5,5033
"17626",0.5,18
"17627",0,1
"17628",0.7,20
"17629",2,1116
"17630",2.4,3724
"17631",1.5,224
"17632",1.6,355
"17633",1.7,472
"17634",1.6,327
"17635",1.6,356
"17636",2.1,1488
"17637",2.3,2718
"17638",2.4,3580
"17639",1.4,180
"17640",1.3,133
"17641",0,6
"17642",0.3,3
"17643",0.1,3
"17644",1.5,246
"17645",1.5,240
"17646",1.4,188
"17647",0,2
"17648",2,1046
"17649",2.2,1974
"17650",0.9,57
"17651",1.9,806
"17652",0.9,36
"17653",1.5,233
"17654",1.1,62
"17655",0.6,7
"17656",0.8,28
"17657",2.4,3598
"17658",0.4,10
"17659",0.5,11
"17660",0.1,5
"17661",1.8,598
"17662",0.8,26
"17663",2,1109
"17664",2.1,1513
"17665",1,55
"17666",0.3,6
"17667",1.3,156
"17668",2.5,4973
"17669",0.8,28
"17670",1,52
"17671",1.2,98
"17672",1.6,352
"17673",2.4,3658
"17674",1.6,324
"17675",0.9,35
"17676",1.4,178
"17677",1.7,436
"17678",1.7,447
"17679",0.1,5
"17680",0,4
"17681",0.3,10
"17682",2.3,2700
"17683",0.9,42
"17684",2.1,1522
"17685",0.9,48
"17686",0.4,9
"17687",2.2,1952
"17688",0,3
"17689",2.3,2674
"17690",2,1067
"17691",1.9,832
"17692",2.2,1956
"17693",1.6,300
"17694",2.3,2657
"17695",1.9,873
"17696",2.2,2008
"17697",0.1,5
"17698",0,7
"17699",1.5,225
"17700",0.7,19
"17701",0.3,6
"17702",2.1,1480
"17703",2.1,1503
"17704",1.3,123
"17705",0.7,21
"17706",2.3,2666
"17707",1.8,611
"17708",2.2,1957
"17709",0.4,6
"17710",0.4,8
"17711",2.5,4827
"17712",0.2,10
"17713",0.8,27
"17714",2.2,1995
"17715",2,1042
"17716",2,1161
"17717",1.8,608
"17718",1.8,571
"17719",2.2,1922
"17720",1.5,249
"17721",1.9,809
"17722",0.7,23
"17723",0,3
"17724",0.1,4
"17725",1.1,66
"17726",2,1121
"17727",0.1,3
"17728",1.3,142
"17729",0.9,35
"17730",1.8,627
"17731",0.3,4
"17732",2.3,2759
"17733",0.4,15
"17734",0.1,8
"17735",0.8,26
"17736",1.2,102
"17737",0.8,36
"17738",1.4,188
"17739",2.5,4899
"17740",2.5,4963
"17741",0.7,20
"17742",2.5,4873
"17743",1.8,577
"17744",0,2
"17745",2.5,5056
"17746",0.4,11
"17747",2,1111
"17748",1.7,445
"17749",2.3,2708
"17750",0.2,6
"17751",2.5,4910
"17752",1.1,65
"17753",2.1,1540
"17754",0.8,26
"17755",2.3,2645
"17756",1.8,611
"17757",1.2,90
"17758",0.6,11
"17759",2.5,4899
"17760",0.7,21
"17761",2,1098
"17762",1.2,98
"17763",1,57
"17764",2.2,1963
"17765",2,1091
"17766",2,1059
"17767",0.7,19
"17768",2.4,3615
"17769",2.2,2001
"17770",1.2,109
"17771",0.9,36
"17772",2,1047
"17773",1.4,176
"17774",2.3,2648
"17775",0.9,38
"17776",0.9,31
"17777",2.2,2058
"17778",1.4,187
"17779",1.7,445
"17780",1.1,60
"17781",1,53
"17782",1.3,131
"17783",1.8,602
"17784",1.7,439
"17785",2.2,2022
"17786",0,4
"17787",0.4,13
"17788",0.5,4
