"","ChemicalX","ZombieCount"
"3306",1.6,321
"3307",2.1,1512
"3308",1.8,592
"3309",0.6,13
"3310",2.1,1444
"3311",1.7,450
"3312",0.5,15
"3313",0.9,51
"3314",0.4,13
"3315",0.8,38
"3316",2.2,2015
"3317",2.2,1989
"3318",1.3,125
"3319",2.2,1950
"3320",1,53
"3321",1.6,347
"3322",1.3,127
"3323",0.1,2
"3324",0.6,15
"3325",1.3,151
"3326",0.2,5
"3327",2.1,1449
"3328",2.2,1965
"3329",1,44
"3330",1.6,338
"3331",2.5,5063
"3332",0.7,24
"3333",1.8,611
"3334",1.8,573
"3335",1.3,103
"3336",0,6
"3337",1.3,147
"3338",2,1105
"3339",0.2,2
"3340",1.1,68
"3341",1.2,95
"3342",1.2,105
"3343",1.9,800
"3344",2.4,3654
"3345",2,1075
"3346",0.7,27
"3347",0.3,5
"3348",2.2,2000
"3349",0.3,8
"3350",1.7,410
"3351",1.4,178
"3352",0.1,4
"3353",2.5,4911
"3354",2.4,3585
"3355",1.7,442
"3356",1.3,134
"3357",0.3,5
"3358",1,49
"3359",1.6,335
"3360",0.5,10
"3361",1,63
"3362",1.3,132
"3363",0.8,27
"3364",0.6,21
"3365",1.3,133
"3366",1.4,187
"3367",0.3,6
"3368",0.3,5
"3369",0.3,7
"3370",1.7,468
"3371",1.7,473
"3372",0,4
"3373",1.9,821
"3374",0.8,28
"3375",2.1,1497
"3376",1.1,80
"3377",1.5,239
"3378",1.9,829
"3379",1.9,815
"3380",1.9,847
"3381",2.5,4936
"3382",0.3,8
"3383",0.5,8
"3384",1.6,326
"3385",2.3,2662
"3386",1.8,626
"3387",0.8,30
"3388",1.7,451
"3389",1.6,361
"3390",0.4,12
"3391",0.7,20
"3392",1.2,89
"3393",0.2,6
"3394",1.4,167
"3395",1.2,117
"3396",0.6,14
"3397",2.5,4899
"3398",1.2,78
"3399",0.5,20
"3400",1.5,246
"3401",1.8,585
"3402",1,72
"3403",0.1,5
"3404",1.7,406
"3405",2.3,2695
"3406",0.1,6
"3407",0.1,4
"3408",0,4
"3409",2.1,1502
"3410",0.9,38
"3411",0,4
"3412",2.1,1437
"3413",1.5,248
"3414",0.9,34
"3415",2.5,4955
"3416",1.9,806
"3417",1.1,58
"3418",0.5,10
"3419",0.8,37
"3420",1,58
"3421",0,3
"3422",2.4,3551
"3423",0,1
"3424",0.3,6
"3425",2.4,3751
"3426",0.2,7
"3427",1.7,403
"3428",2.5,4886
"3429",0.7,23
"3430",0.7,23
"3431",0.1,4
"3432",2.3,2730
"3433",1.3,118
"3434",1,59
"3435",2.4,3617
"3436",0.5,9
"3437",1.6,328
"3438",1.2,110
"3439",2,1058
"3440",0.7,22
"3441",0.2,7
"3442",0.7,23
"3443",1.9,792
"3444",2,1041
"3445",1.8,594
"3446",1.2,95
"3447",0.6,18
"3448",1.6,354
"3449",1.3,136
"3450",1.1,58
"3451",2,1088
"3452",2.5,4856
"3453",0.6,11
"3454",1.7,452
"3455",1.7,443
"3456",2.5,4922
"3457",0.5,11
"3458",1.1,81
"3459",1,50
"3460",1.1,65
"3461",1.2,106
"3462",2,1047
"3463",2.1,1430
"3464",2.5,4762
"3465",1.1,71
"3466",1.1,65
"3467",1.7,471
"3468",0.5,11
"3469",0.3,10
"3470",0.2,1
"3471",0.5,10
"3472",1.1,74
"3473",2,1126
"3474",0.6,17
"3475",2.4,3673
"3476",1.8,647
"3477",0.3,7
"3478",1.5,241
"3479",2.1,1491
"3480",1.1,68
"3481",0.5,11
"3482",1.8,595
"3483",0.5,8
"3484",2,1116
"3485",1.7,467
"3486",1.7,468
"3487",2.4,3598
"3488",0.2,7
"3489",1.9,829
"3490",1.4,180
"3491",1.2,104
"3492",1.9,787
"3493",0.6,21
"3494",1.6,330
"3495",0.8,32
"3496",0.6,15
"3497",0.5,11
"3498",2.4,3600
"3499",1.1,66
"3500",1.2,98
"3501",0.5,10
"3502",0,1
"3503",2.4,3647
"3504",0.4,2
"3505",0.8,29
"3506",1.8,611
"3507",1.9,819
"3508",0,3
"3509",2.3,2596
"3510",1.2,91
"3511",0.7,24
"3512",1,44
"3513",1.4,190
"3514",1.1,59
"3515",0.4,11
"3516",2.3,2680
"3517",0.4,5
"3518",0.5,12
"3519",0.4,14
"3520",0.7,26
"3521",2.1,1439
"3522",2.1,1445
"3523",0.9,37
"3524",2.3,2725
"3525",1.7,425
"3526",1.4,174
"3527",0.1,5
"3528",1.2,90
"3529",0.4,9
"3530",1,62
"3531",0.6,16
"3532",2.3,2601
"3533",1.9,798
"3534",2.3,2686
"3535",0.5,13
"3536",0.6,17
"3537",0.5,9
"3538",0.9,33
"3539",1.3,131
"3540",0.8,36
"3541",0,6
"3542",1.4,170
"3543",1.6,311
"3544",0.2,3
"3545",0.3,7
"3546",1.8,595
"3547",2.1,1440
"3548",1.1,77
"3549",2,1074
"3550",1.2,112
"3551",1.7,441
"3552",1,55
"3553",1.7,480
"3554",1.2,113
"3555",1.6,319
"3556",2,1105
"3557",0.5,17
"3558",1,47
"3559",0.7,23
"3560",2.2,2035
"3561",0.7,22
"3562",0.3,8
"3563",1.6,331
"3564",2.1,1456
"3565",0.1,5
"3566",2.4,3623
"3567",0.6,17
"3568",2.2,2079
"3569",2.1,1435
"3570",1.8,555
"3571",0.6,16
"3572",0.7,22
"3573",2.4,3591
"3574",2.3,2695
"3575",0.7,23
"3576",2,1107
"3577",1.8,642
"3578",2.1,1481
"3579",0.5,23
"3580",2.4,3531
"3581",2.3,2695
"3582",0.4,14
"3583",1.8,634
"3584",1.1,84
"3585",2.5,4876
"3586",0.9,33
"3587",2.3,2655
"3588",0.6,9
"3589",0.8,23
"3590",0.1,4
"3591",0.5,17
"3592",0.9,43
"3593",0.7,27
"3594",0,4
"3595",2.2,2010
"3596",0.1,5
"3597",1.4,163
"3598",1,45
"3599",1.2,88
"3600",1.3,129
"3601",0.9,25
"3602",1,42
"3603",1.9,815
"3604",2.4,3602
"3605",2.5,4767
"3606",0.1,3
"3607",0.9,39
"3608",0.1,4
"3609",2,1069
"3610",2.5,4829
"3611",2,1085
"3612",0.4,8
"3613",0.5,14
"3614",1,57
"3615",2.5,5009
"3616",2.1,1512
"3617",2.2,2023
"3618",2,1095
"3619",1.2,104
"3620",1.5,259
"3621",1.6,345
"3622",0.6,12
"3623",0.5,9
"3624",1.6,340
"3625",2.4,3659
"3626",1.8,614
"3627",0.4,11
"3628",2.3,2744
"3629",0.7,24
"3630",1.6,332
"3631",0.2,5
"3632",1.9,863
"3633",0.2,5
"3634",0.5,7
"3635",0.2,7
"3636",1.5,245
"3637",2.3,2675
"3638",2.5,4831
"3639",1.9,791
"3640",2.1,1477
"3641",1.5,229
"3642",2,1070
"3643",1.6,335
"3644",2.1,1498
"3645",2.1,1512
"3646",0.2,5
"3647",2.5,4947
"3648",1.7,444
"3649",1.3,127
"3650",0.1,6
"3651",1.6,330
"3652",1.6,334
"3653",1.1,71
"3654",2.5,4945
"3655",0.5,14
"3656",0.4,16
"3657",0,2
"3658",1.5,276
"3659",0.2,7
"3660",0.9,54
"3661",1.2,115
"3662",2.4,3680
"3663",0.4,5
"3664",1.5,205
"3665",1.8,595
"3666",1,58
"3667",0.7,20
"3668",0.3,4
"3669",1.7,426
"3670",2.4,3683
"3671",0,1
"3672",2.1,1466
"3673",1.8,633
"3674",2.3,2766
"3675",0.1,1
"3676",0.9,30
"3677",0.6,21
"3678",1.6,308
"3679",1.8,608
"3680",1.3,130
"3681",0.1,1
"3682",1.8,602
"3683",0.5,9
"3684",0.3,10
"3685",0.5,14
"3686",0.7,19
"3687",1,46
"3688",2.4,3624
"3689",1.3,135
"3690",0.5,19
"3691",2.2,2048
"3692",1.8,566
"3693",0.7,22
"3694",2.2,1975
"3695",2.4,3620
"3696",1.7,469
"3697",0.3,7
"3698",0.8,33
"3699",1.3,146
"3700",0.4,9
"3701",0,3
"3702",0.6,17
"3703",1.5,260
"3704",0,1
"3705",1.9,754
"3706",0.4,8
"3707",0.4,10
"3708",1.5,248
"3709",1.5,222
"3710",2.4,3624
"3711",0.4,10
"3712",0.5,18
"3713",1.9,795
"3714",2.4,3655
"3715",1.3,138
"3716",0.9,35
"3717",1.1,88
"3718",2.3,2618
"3719",0.7,13
"3720",1.1,90
"3721",0.6,12
"3722",0,3
"3723",2.2,1976
"3724",0.2,7
"3725",1.6,348
"3726",0.8,39
"3727",0.3,8
"3728",2.4,3645
"3729",1,67
"3730",1,63
"3731",1.7,484
"3732",2.5,5046
"3733",2.4,3667
"3734",0.1,2
"3735",1.5,258
"3736",0.4,13
"3737",1.6,326
"3738",1.3,147
"3739",2.2,2025
"3740",0.3,11
"3741",1.8,625
"3742",1.2,108
"3743",1.7,434
"3744",2.4,3559
"3745",1.7,465
"3746",0.8,34
"3747",0,3
"3748",1.3,127
"3749",1,41
"3750",1.8,599
"3751",0,4
"3752",1.3,138
"3753",1.1,76
"3754",1.3,128
"3755",1.8,597
"3756",0.3,7
"3757",0.1,2
"3758",1.6,308
"3759",2.2,2022
"3760",2.2,2057
"3761",2.1,1483
"3762",2.4,3675
"3763",2,1086
"3764",1.3,149
"3765",2,1139
"3766",2.4,3655
"3767",1.3,122
"3768",1,54
"3769",1,62
"3770",0.5,17
"3771",1.7,462
"3772",1.3,123
"3773",1.6,327
"3774",1.7,443
"3775",0.8,29
"3776",2.5,4981
"3777",0,3
"3778",2.5,4992
"3779",0.4,14
"3780",1.7,458
"3781",1,52
"3782",0.1,3
"3783",1,61
"3784",1.3,114
"3785",1.3,114
"3786",2,1108
"3787",2.5,4975
"3788",1.7,434
"3789",2,1089
"3790",1.5,224
"3791",2.4,3579
"3792",1.5,223
"3793",1.4,178
"3794",1.7,435
"3795",0.7,22
"3796",2.4,3632
"3797",1,59
"3798",2.5,4648
"3799",1.3,118
"3800",1.8,587
"3801",0.5,13
"3802",1,63
"3803",0.8,20
"3804",1.3,143
"3805",2.5,4846
"3806",0.6,12
"3807",0.9,42
"3808",2.1,1495
"3809",1.3,126
"3810",2.4,3612
"3811",1.3,120
"3812",1,55
"3813",0.4,11
"3814",2.4,3675
"3815",1.5,237
"3816",2.5,4883
"3817",0.4,7
"3818",0.9,43
"3819",1.9,784
"3820",0.9,34
"3821",0,3
"3822",0.2,16
"3823",0.5,12
"3824",1.9,810
"3825",2.1,1476
"3826",1.7,423
"3827",0.9,41
"3828",0.4,7
"3829",0.6,9
"3830",0.9,34
"3831",1.1,79
"3832",2.5,5016
"3833",2.3,2738
"3834",0.3,9
"3835",0.1,1
"3836",1.7,463
"3837",0.3,11
"3838",1,55
"3839",0.9,34
"3840",0.3,8
"3841",2.1,1434
"3842",0.8,39
"3843",1.2,92
"3844",0,5
"3845",1.7,424
"3846",2.2,1976
"3847",0.9,44
"3848",2.2,2017
"3849",0,1
"3850",0.5,12
"3851",0.1,9
"3852",0.3,2
"3853",1.7,459
"3854",2.5,5008
"3855",1.9,790
"3856",0.5,11
"3857",0,5
"3858",1.1,84
"3859",1.6,325
"3860",1.9,780
"3861",2.4,3732
"3862",1,46
"3863",0.1,5
"3864",2.2,1992
"3865",1.9,885
"3866",0.5,17
"3867",0.3,13
"3868",2.4,3655
"3869",1.6,339
"3870",1.1,65
"3871",0.3,6
"3872",2.2,2013
"3873",0.9,44
"3874",2.5,4945
"3875",0.9,42
"3876",0.8,23
"3877",0.1,2
"3878",0.7,21
"3879",0.7,21
"3880",0.2,2
"3881",1.4,179
"3882",1.9,770
"3883",0.7,23
"3884",1.4,182
"3885",1.3,138
"3886",0.3,2
"3887",1.4,208
"3888",0.2,6
"3889",0.9,42
"3890",0.2,4
"3891",1.6,336
"3892",1.2,92
"3893",0.6,19
"3894",2.1,1526
"3895",0.3,7
"3896",2.2,1925
"3897",0,1
"3898",2.3,2746
"3899",0.1,1
"3900",1.7,428
"3901",0,4
"3902",0.8,19
"3903",2,1095
"3904",2.2,2067
"3905",2.2,1946
"3906",1.1,78
"3907",2.3,2728
"3908",0.4,9
"3909",1.1,79
"3910",0.6,17
"3911",1.3,146
"3912",0,3
"3913",1.2,78
"3914",0.7,28
"3915",1.5,255
"3916",1.3,140
"3917",0.4,12
"3918",1.8,590
"3919",1.5,262
"3920",0.7,21
"3921",2,1117
"3922",0.2,5
"3923",1.4,177
"3924",1.7,466
"3925",0.9,46
"3926",0.9,46
"3927",0.8,35
"3928",1.1,61
"3929",0.9,35
"3930",1.6,337
"3931",1.5,243
"3932",2,1114
"3933",0.6,14
"3934",1.7,412
"3935",2.5,4896
"3936",0.9,48
"3937",1.3,166
"3938",1.7,478
"3939",1.1,79
"3940",0.9,41
"3941",2.1,1503
"3942",0.6,14
"3943",1.7,406
"3944",0.3,8
"3945",0.5,8
"3946",0.5,14
"3947",1.7,464
"3948",0.8,29
"3949",2.2,2039
"3950",1.3,153
"3951",0.5,8
"3952",2.2,2116
"3953",0.3,7
"3954",2.1,1508
"3955",0.4,12
"3956",0.4,7
"3957",2,1070
"3958",1.8,611
"3959",0.7,32
"3960",0,1
"3961",1.3,136
"3962",1.4,190
"3963",2.5,4865
"3964",0.6,7
"3965",1.7,430
"3966",1.2,99
"3967",0.1,4
"3968",1.7,429
"3969",1.1,72
"3970",1.9,805
"3971",2.5,4882
"3972",0.3,7
"3973",1.4,200
"3974",0.9,39
"3975",1,61
"3976",2.2,1965
"3977",0,4
"3978",0.1,6
"3979",1.3,123
"3980",1.6,322
"3981",0.2,9
"3982",0.8,25
"3983",1.1,69
"3984",0.9,31
"3985",2.4,3712
"3986",0.3,7
"3987",0.1,2
"3988",2.2,1944
"3989",2.1,1498
"3990",2.2,1933
"3991",2.5,4824
"3992",2.3,2700
"3993",2.4,3664
"3994",2.2,1921
"3995",2.1,1444
"3996",0.9,41
"3997",0.1,1
"3998",1.8,603
"3999",1.2,106
"4000",0.5,13
"4001",0.7,30
"4002",1.7,456
"4003",1.7,446
"4004",1.7,447
"4005",1.6,310
"4006",2.4,3689
"4007",1.4,164
"4008",0.8,25
"4009",1.6,313
"4010",0.5,14
"4011",0,2
"4012",0.5,10
"4013",1.2,93
"4014",1.6,319
"4015",0.4,12
"4016",1.5,246
"4017",1.1,66
"4018",1.1,72
"4019",2.5,4940
"4020",0.3,7
"4021",1.8,586
"4022",0.2,1
"4023",1.1,82
"4024",0.9,38
"4025",2.4,3705
"4026",2,1068
"4027",1.7,447
"4028",0.2,7
"4029",2.2,1914
"4030",0.9,41
"4031",1.2,97
"4032",2.1,1453
"4033",1.9,785
"4034",0.1,4
"4035",1,44
"4036",0.5,15
"4037",0.1,4
"4038",2.2,2034
"4039",0.1,2
"4040",2.2,2051
"4041",1.4,170
"4042",0.9,29
"4043",0.7,24
"4044",1.5,256
"4045",1.4,175
"4046",1.7,442
"4047",0.8,29
"4048",0.1,7
"4049",2.3,2737
"4050",1.8,611
"4051",2,1083
"4052",2.1,1460
"4053",1.1,73
"4054",0.5,19
"4055",1.7,473
"4056",2.3,2710
"4057",1,57
"4058",0.7,19
"4059",2.2,2052
"4060",0.6,23
"4061",0.9,46
"4062",0.1,4
"4063",0.8,29
"4064",1.7,471
"4065",1.5,216
"4066",2.1,1465
"4067",2,1056
"4068",2.4,3703
"4069",0.1,7
"4070",1.1,78
"4071",0.3,4
"4072",1.4,174
"4073",0,2
"4074",2,1059
"4075",1.2,88
"4076",2.3,2747
"4077",0.7,19
"4078",1.4,173
"4079",0.9,33
"4080",2.1,1413
"4081",0.7,27
"4082",1.8,625
"4083",2.3,2768
"4084",0.4,7
"4085",1.7,442
"4086",2.3,2641
"4087",0.3,4
"4088",1.4,175
"4089",0.9,41
"4090",2.1,1440
"4091",2.1,1482
"4092",1.1,74
"4093",0.9,45
"4094",1.9,831
"4095",2.5,4943
"4096",0.7,19
"4097",0.2,4
"4098",2,1056
"4099",0.9,33
"4100",2.3,2669
"4101",0.7,24
"4102",1.2,109
"4103",1.9,823
"4104",1.4,175
"4105",1.8,658
"4106",0.4,17
"4107",2.1,1488
"4108",0.8,31
"4109",1.5,246
"4110",1.3,119
"4111",0.5,12
"4112",0.8,28
"4113",0.1,5
"4114",2.2,1988
"4115",1.3,146
"4116",1.2,94
"4117",0.4,7
"4118",1.2,86
"4119",1.7,469
"4120",1.9,826
"4121",0.7,16
"4122",0.7,15
"4123",2.5,5019
"4124",1.2,107
"4125",1.7,500
"4126",2.4,3624
"4127",1.7,433
"4128",1.5,269
"4129",0.4,11
"4130",2.4,3626
"4131",1.8,630
"4132",2.3,2677
"4133",0.8,25
"4134",1.1,74
"4135",1.3,137
"4136",1.6,333
"4137",0.2,4
"4138",0.5,17
"4139",1.6,325
"4140",1.9,811
"4141",1.2,122
"4142",0.4,5
"4143",2.3,2644
"4144",2.1,1444
"4145",1.6,325
"4146",1.2,118
"4147",0.3,10
"4148",2.3,2605
"4149",1,53
"4150",2.4,3595
"4151",0.8,23
"4152",2,1035
"4153",1.4,180
"4154",0.7,18
"4155",0.3,5
"4156",0.9,46
"4157",0.3,9
"4158",1.1,78
"4159",1.2,90
"4160",2.1,1518
"4161",0.3,9
"4162",1.9,780
"4163",0.4,13
"4164",0.8,36
"4165",1.6,359
"4166",2,1100
"4167",1.5,249
"4168",0.6,11
"4169",2.1,1457
"4170",0.2,4
"4171",2.5,4890
"4172",0.3,4
"4173",2.4,3713
"4174",0.5,17
"4175",2.3,2640
"4176",0.1,2
"4177",1.5,203
"4178",0.7,24
"4179",1.9,757
"4180",0.8,37
"4181",0.8,35
"4182",1.1,76
"4183",0.4,19
"4184",1.5,263
"4185",1.2,105
"4186",0.6,14
"4187",1,65
"4188",0.4,7
"4189",1.8,593
"4190",1.5,242
"4191",0.5,11
"4192",1.9,868
"4193",0.9,43
"4194",1.9,783
"4195",1,52
"4196",1.1,71
"4197",1,50
"4198",2.2,2102
"4199",2.5,4844
"4200",0.8,21
"4201",1.5,217
"4202",0.3,9
"4203",1.8,606
"4204",1.4,169
"4205",0.5,9
"4206",0.1,3
"4207",1.9,801
"4208",1.4,190
"4209",0.3,10
"4210",1.7,397
"4211",0,2
"4212",1.8,600
"4213",2.1,1456
"4214",1.4,193
"4215",0.7,21
"4216",1.8,614
"4217",2.1,1446
"4218",2.4,3615
"4219",0.8,36
"4220",0.1,3
"4221",2.4,3770
"4222",2.3,2710
"4223",2.4,3620
"4224",2.1,1431
"4225",1.6,320
"4226",0.1,1
"4227",1.7,452
"4228",0.6,24
"4229",2.1,1494
"4230",1.6,333
"4231",2.1,1416
"4232",0.6,20
"4233",1.5,258
"4234",1.1,57
"4235",2,1083
"4236",2.2,1970
"4237",2.5,4914
"4238",0.6,9
"4239",2.4,3625
"4240",0.7,21
"4241",1.4,183
"4242",1.6,322
"4243",1,58
"4244",1.7,431
"4245",0.2,6
"4246",1.3,148
"4247",2.5,4962
"4248",0.6,13
"4249",0.7,15
"4250",2.3,2711
"4251",2,1150
"4252",1.2,96
"4253",2.1,1467
"4254",2,1062
"4255",2.3,2612
"4256",1.8,569
"4257",1,51
"4258",0.9,21
"4259",0.5,6
"4260",1.2,104
"4261",1.6,339
"4262",1.1,85
"4263",1.5,225
"4264",0.1,3
"4265",0,2
"4266",1.1,69
"4267",2.1,1480
"4268",2.2,2022
"4269",1.1,64
"4270",2.5,4852
"4271",0.3,5
"4272",1.3,131
"4273",0.7,28
"4274",2,1121
"4275",1.3,144
"4276",1.8,598
"4277",0.6,22
"4278",1.7,446
"4279",1.9,795
"4280",1.3,137
"4281",1.8,626
"4282",0,3
"4283",0.8,27
"4284",0.3,4
"4285",2.1,1452
"4286",2.1,1460
"4287",1.3,138
"4288",0.6,13
"4289",0.6,16
"4290",2.1,1474
"4291",0.6,10
"4292",1.5,247
"4293",0.9,45
"4294",0.2,9
"4295",1.1,68
"4296",0.2,1
"4297",2.5,4886
"4298",2.1,1495
"4299",1.9,801
"4300",1.2,109
"4301",0.2,7
"4302",1.6,327
"4303",1.1,76
"4304",2.3,2659
"4305",1.7,411
"4306",2,1034
"4307",1.6,323
"4308",2.3,2616
"4309",0.1,4
"4310",0.7,12
"4311",1.9,802
"4312",0.4,8
"4313",0.2,2
"4314",0.8,29
"4315",1.9,776
"4316",2.3,2633
"4317",0.9,35
"4318",0.2,5
"4319",1.3,148
"4320",2,1113
"4321",2.4,3658
"4322",1.6,355
"4323",2.2,1985
"4324",1.1,74
"4325",1,55
"4326",0.2,7
"4327",1.7,431
"4328",0.5,12
"4329",2.1,1521
"4330",1.6,323
"4331",2.4,3731
"4332",1.5,246
"4333",1.9,826
"4334",2.1,1483
"4335",1.4,178
"4336",0.6,16
"4337",2.5,4991
"4338",1.1,75
"4339",0.1,3
"4340",1.2,94
"4341",2.3,2814
"4342",2.1,1495
"4343",0.2,8
"4344",0.7,17
"4345",1.8,590
"4346",0.3,8
"4347",1.2,101
"4348",0.7,23
"4349",2.2,2012
"4350",1.1,94
"4351",1.1,70
"4352",1.5,235
"4353",1.1,60
"4354",0.7,24
"4355",1.9,778
"4356",0.9,26
"4357",0.8,24
"4358",2.5,4759
"4359",1.5,224
"4360",1.1,79
"4361",2.5,4818
"4362",0.5,12
"4363",1.4,176
"4364",0.7,19
"4365",0.5,9
"4366",0.4,11
"4367",1.3,140
"4368",2.4,3608
"4369",0,2
"4370",0,0
"4371",2.5,4744
"4372",1.3,121
"4373",1.6,342
"4374",1.4,176
"4375",2.2,2019
"4376",1.6,307
"4377",0.7,31
"4378",2.3,2766
"4379",0.5,16
"4380",0.3,13
"4381",0.5,11
"4382",1.6,364
"4383",0.4,8
"4384",0.1,2
"4385",1.5,227
"4386",2.2,2011
"4387",1.3,159
"4388",1.6,309
"4389",0.5,14
"4390",1,57
"4391",0.6,20
"4392",2.4,3724
"4393",2.3,2693
"4394",1.5,251
"4395",0.3,4
"4396",0.8,27
"4397",1.3,140
"4398",0.5,10
"4399",0.4,7
"4400",0.3,10
"4401",1.6,313
"4402",0.4,12
"4403",2.3,2615
"4404",2.3,2717
"4405",0.5,13
"4406",1.8,595
"4407",1.7,456
"4408",0.6,16
"4409",2.2,2022
"4410",0.5,10
"4411",1.3,142
"4412",2.1,1421
"4413",1.3,143
"4414",0.4,6
"4415",1.7,451
"4416",0.3,8
"4417",1.4,182
"4418",1.3,137
"4419",0.1,3
"4420",1.3,122
"4421",1.7,424
"4422",0.9,43
"4423",1.9,797
"4424",1.3,118
"4425",1.2,106
"4426",2.4,3588
"4427",2.3,2753
"4428",0.8,25
"4429",0.3,4
"4430",0.3,6
"4431",0.3,6
"4432",1.9,752
"4433",1.8,608
"4434",1.6,312
"4435",1.8,601
"4436",1.9,815
"4437",0.5,17
"4438",0.2,3
"4439",2.4,3608
"4440",1.1,69
"4441",1.7,440
"4442",0.7,21
"4443",1,64
"4444",0.8,31
"4445",0.4,10
"4446",0.8,26
"4447",1.4,180
"4448",2.4,3636
"4449",1,56
"4450",2.1,1445
"4451",1.5,236
"4452",0.1,5
"4453",2.2,1996
"4454",2.4,3624
"4455",1.5,250
"4456",0.8,17
"4457",2,1117
"4458",1.5,248
"4459",2.5,4954
"4460",1.9,810
"4461",2.5,4935
"4462",2.4,3657
"4463",1.5,217
"4464",0.8,30
"4465",1.6,317
"4466",0,3
"4467",1.7,457
"4468",2.4,3717
"4469",2,1098
"4470",2,1048
"4471",1.9,846
"4472",2.3,2678
"4473",2.2,2019
"4474",1,53
"4475",2.4,3656
"4476",0.6,19
"4477",2.2,1996
"4478",2.1,1507
"4479",0.4,12
"4480",2.5,4897
"4481",2.5,4850
"4482",1.2,114
"4483",2.2,1932
"4484",0.9,37
"4485",2,1126
"4486",1.5,251
"4487",1.5,225
"4488",0.1,2
"4489",2.1,1501
"4490",1.6,330
"4491",0.3,5
"4492",1.3,125
"4493",1,66
"4494",0.6,14
"4495",0.6,14
"4496",0.4,11
"4497",0.3,7
"4498",1.1,93
"4499",0.2,6
"4500",2.3,2715
"4501",0.9,40
"4502",0.6,18
"4503",1.6,316
"4504",1,57
"4505",0.8,29
"4506",1.4,186
"4507",1.7,428
"4508",1.8,629
"4509",1,41
"4510",1.8,605
"4511",0.1,4
"4512",2.3,2732
"4513",0.7,20
"4514",0.2,5
"4515",2,1152
"4516",2.4,3696
"4517",0.4,7
"4518",2.4,3674
"4519",1.4,163
"4520",0.2,5
"4521",1.5,234
"4522",0.7,21
"4523",2.4,3620
"4524",2.4,3628
"4525",1.8,583
"4526",0,1
"4527",0.7,28
"4528",0.7,27
"4529",1.1,70
"4530",0,2
"4531",1.1,67
"4532",2.1,1502
"4533",1.3,135
"4534",0,4
"4535",1.2,104
"4536",1.2,92
"4537",0.5,12
"4538",1.2,104
"4539",1,50
"4540",0.1,5
"4541",0.7,16
"4542",1.1,73
"4543",0.1,2
"4544",1.6,340
"4545",1.1,69
"4546",1.7,465
"4547",0.2,3
"4548",1.2,99
"4549",1.4,175
"4550",1.1,86
"4551",0,4
"4552",2,1071
"4553",1.1,82
"4554",1,61
"4555",1.1,80
"4556",0,4
"4557",1.4,170
"4558",1.7,449
"4559",2.1,1526
"4560",2.2,1942
"4561",0,2
"4562",1.7,457
"4563",0.2,3
"4564",0.6,18
"4565",0.6,15
"4566",1.5,248
"4567",1.4,177
"4568",0.6,9
"4569",1.7,452
"4570",1,44
"4571",1.8,577
"4572",2.4,3557
"4573",0.9,49
"4574",0.2,6
"4575",1.5,239
"4576",1.8,618
"4577",1.3,136
"4578",2.2,1920
"4579",1,46
"4580",2.5,4992
"4581",0.9,32
"4582",2.2,1912
"4583",1.7,451
"4584",0.9,30
"4585",1.3,131
"4586",2.5,4972
"4587",1.1,77
"4588",0.5,9
"4589",1.9,784
"4590",1.2,105
"4591",1,52
"4592",1.7,453
"4593",2,1056
"4594",0.3,3
"4595",2.2,2042
"4596",2,1068
"4597",1.3,124
"4598",2.1,1481
"4599",0.3,7
"4600",0,3
"4601",0.2,6
"4602",1.2,93
"4603",1.5,268
"4604",1,70
"4605",1.9,794
"4606",2.1,1450
"4607",0.7,31
"4608",1.6,340
"4609",1,63
"4610",2.1,1476
"4611",2.2,2114
"4612",0.9,47
"4613",1.2,108
"4614",2.3,2599
"4615",0.7,29
"4616",1.2,101
"4617",1.3,149
"4618",2.3,2702
"4619",0.2,4
"4620",0.3,9
"4621",1.6,341
"4622",1.2,107
"4623",0.7,24
"4624",2.1,1490
"4625",1.4,160
"4626",0.3,5
"4627",1.6,322
"4628",0.1,4
"4629",1,52
"4630",0.9,45
"4631",0.4,8
"4632",0.2,1
"4633",0.8,35
"4634",2.3,2690
"4635",1.3,144
"4636",1.3,150
"4637",0.6,18
"4638",1.5,242
"4639",2.2,2055
"4640",0.2,2
"4641",0.8,24
"4642",1.6,319
"4643",0.2,3
"4644",0.6,11
"4645",1.7,406
"4646",0.7,22
"4647",1.8,628
"4648",0,0
"4649",1.7,477
"4650",2.4,3574
"4651",0.8,31
"4652",2.2,1980
"4653",2,1163
"4654",0.4,9
"4655",1.8,611
"4656",2.4,3653
"4657",1.3,128
"4658",1.9,844
"4659",2.5,4905
"4660",0.1,4
"4661",1,46
"4662",2.3,2645
"4663",2.1,1480
"4664",1.3,125
"4665",1.9,834
"4666",0.9,31
"4667",1,61
"4668",2.5,5007
"4669",1.8,613
"4670",2.1,1463
"4671",0.6,16
"4672",0.1,1
"4673",1.1,85
"4674",1.5,246
"4675",1,58
"4676",0.9,39
"4677",2.2,1996
"4678",0.6,20
"4679",0.8,41
"4680",2.1,1534
"4681",0.7,20
"4682",1.4,189
"4683",1.6,311
"4684",1.9,768
"4685",1.4,168
"4686",0.3,4
"4687",0.4,9
"4688",1.5,221
"4689",2.3,2701
"4690",2.3,2601
"4691",1.3,153
"4692",1.4,170
"4693",0.6,15
"4694",1.3,137
"4695",0.9,41
"4696",0,2
"4697",2,1121
"4698",0.9,40
"4699",1.7,429
