"","x"
"2499",5
"2500",1
"2501",7
"2502",9
"2503",9
"2504",5
"2505",6
"2506",1
"2507",5
"2508",5
"2509",3
"2510",5
"2511",9
"2512",7
"2513",7
"2514",10
"2515",6
"2516",6
"2517",10
"2518",6
"2519",2
"2520",4
"2521",7
"2522",5
"2523",12
"2524",5
"2525",12
"2526",7
"2527",4
"2528",5
"2529",7
"2530",9
"2531",4
"2532",2
"2533",5
"2534",7
"2535",14
"2536",3
"2537",6
"2538",8
"2539",7
"2540",4
"2541",8
"2542",8
"2543",2
"2544",9
"2545",6
"2546",4
"2547",8
"2548",4
"2549",8
"2550",3
"2551",3
"2552",1
"2553",3
"2554",5
"2555",13
"2556",7
"2557",6
"2558",6
"2559",6
"2560",4
"2561",7
"2562",3
"2563",8
"2564",2
"2565",5
"2566",6
"2567",6
"2568",3
"2569",6
"2570",9
"2571",7
"2572",7
"2573",3
"2574",6
"2575",6
"2576",4
"2577",9
"2578",6
"2579",9
"2580",7
"2581",5
"2582",6
"2583",7
"2584",11
"2585",3
"2586",4
"2587",3
"2588",8
"2589",7
"2590",6
"2591",7
"2592",6
"2593",7
"2594",7
"2595",4
"2596",8
"2597",5
"2598",6
"2599",3
"2600",2
"2601",7
"2602",5
"2603",5
"2604",7
"2605",3
"2606",5
"2607",6
"2608",8
"2609",3
"2610",1
"2611",7
"2612",2
"2613",6
"2614",9
"2615",8
"2616",4
"2617",6
"2618",8
"2619",5
"2620",4
"2621",4
"2622",6
"2623",7
"2624",10
"2625",6
"2626",7
"2627",6
"2628",2
"2629",12
"2630",5
"2631",8
"2632",7
"2633",6
"2634",9
"2635",6
"2636",4
"2637",7
"2638",6
"2639",6
"2640",5
"2641",7
"2642",3
"2643",6
"2644",6
"2645",3
"2646",6
"2647",9
"2648",9
"2649",3
"2650",8
"2651",6
"2652",5
"2653",1
"2654",8
"2655",5
"2656",2
"2657",2
"2658",5
"2659",6
"2660",7
"2661",6
"2662",7
"2663",4
"2664",9
"2665",8
"2666",6
"2667",5
"2668",7
"2669",4
"2670",6
"2671",8
"2672",9
"2673",4
"2674",9
"2675",7
"2676",6
"2677",8
"2678",6
"2679",2
"2680",6
"2681",3
"2682",6
"2683",1
"2684",9
"2685",8
"2686",4
"2687",10
"2688",6
"2689",4
"2690",6
"2691",6
"2692",3
"2693",7
"2694",5
"2695",5
"2696",2
"2697",6
"2698",7
"2699",5
"2700",9
"2701",6
"2702",9
"2703",2
"2704",3
"2705",6
"2706",2
"2707",7
"2708",5
"2709",4
"2710",3
"2711",9
"2712",6
"2713",4
"2714",12
"2715",8
"2716",6
"2717",1
"2718",6
"2719",10
"2720",11
"2721",8
"2722",4
"2723",2
"2724",9
"2725",9
"2726",6
"2727",5
"2728",3
"2729",4
"2730",5
"2731",12
"2732",4
"2733",1
"2734",5
"2735",7
"2736",7
"2737",5
"2738",5
"2739",11
"2740",8
"2741",7
"2742",5
"2743",6
"2744",5
"2745",6
"2746",8
"2747",7
"2748",11
"2749",6
"2750",12
"2751",6
"2752",8
"2753",2
"2754",7
"2755",6
"2756",11
"2757",3
"2758",9
"2759",6
"2760",3
"2761",4
"2762",9
"2763",13
"2764",6
"2765",6
"2766",5
"2767",4
"2768",6
"2769",4
"2770",7
"2771",8
"2772",6
"2773",9
"2774",4
"2775",4
"2776",7
"2777",6
"2778",4
"2779",9
"2780",2
"2781",4
"2782",11
"2783",6
"2784",9
"2785",3
"2786",4
"2787",7
"2788",4
"2789",8
"2790",4
"2791",4
"2792",10
"2793",7
"2794",4
"2795",7
"2796",9
"2797",7
"2798",7
"2799",6
"2800",4
"2801",6
"2802",6
"2803",8
"2804",2
"2805",1
"2806",1
"2807",10
"2808",9
"2809",4
"2810",3
"2811",9
"2812",11
"2813",6
"2814",12
"2815",3
"2816",5
"2817",9
"2818",6
"2819",6
"2820",7
"2821",9
"2822",7
"2823",10
"2824",7
"2825",6
"2826",4
"2827",3
"2828",11
"2829",2
"2830",6
"2831",9
"2832",8
"2833",8
"2834",7
"2835",10
"2836",5
"2837",6
"2838",5
"2839",11
"2840",7
"2841",8
"2842",8
"2843",4
"2844",7
"2845",12
"2846",11
"2847",8
"2848",1
"2849",3
"2850",3
"2851",9
"2852",4
"2853",0
"2854",5
"2855",5
"2856",4
"2857",7
"2858",4
"2859",1
"2860",4
"2861",9
"2862",2
"2863",5
"2864",3
"2865",8
"2866",5
"2867",3
"2868",3
"2869",5
"2870",4
"2871",2
"2872",5
"2873",8
"2874",4
"2875",8
"2876",11
"2877",2
"2878",8
"2879",6
"2880",6
"2881",5
"2882",6
"2883",4
"2884",5
"2885",6
"2886",9
"2887",10
"2888",6
"2889",8
"2890",8
"2891",6
"2892",2
"2893",1
"2894",10
"2895",4
"2896",4
"2897",11
"2898",5
"2899",8
"2900",7
"2901",5
"2902",3
"2903",7
"2904",2
"2905",4
"2906",9
"2907",7
"2908",4
"2909",4
"2910",7
"2911",8
"2912",3
"2913",1
"2914",3
"2915",7
"2916",2
"2917",8
"2918",5
"2919",8
"2920",8
"2921",5
"2922",5
"2923",5
"2924",4
"2925",11
"2926",9
"2927",1
"2928",5
"2929",4
"2930",7
"2931",0
"2932",1
"2933",5
"2934",6
"2935",8
"2936",7
"2937",1
"2938",1
"2939",4
"2940",5
"2941",9
"2942",5
"2943",6
"2944",12
"2945",4
"2946",2
"2947",3
"2948",2
"2949",5
"2950",7
"2951",5
"2952",5
"2953",3
"2954",6
"2955",5
"2956",6
"2957",6
"2958",5
"2959",8
"2960",8
"2961",5
"2962",5
"2963",12
"2964",9
"2965",3
"2966",8
"2967",5
"2968",5
"2969",4
"2970",3
"2971",5
"2972",6
"2973",11
"2974",7
"2975",5
"2976",8
"2977",10
"2978",6
"2979",6
"2980",7
"2981",9
"2982",6
"2983",2
"2984",6
"2985",2
"2986",3
"2987",6
"2988",4
"2989",5
"2990",12
"2991",7
"2992",6
"2993",5
"2994",5
"2995",7
"2996",2
"2997",10
"2998",3
"2999",2
"3000",4
